song_id,quadrant,artist,title,duration,mood,mood_all,mood_all_weights,genre,genre_weights,theme,theme_weights,style,style_weights,arousal,valence,audio_path
MT0000631491,Q4,Clyde McPhatter,Without Love (There Is Nothing),250.0,"Soft/Quiet,Soothing","Bittersweet,Dramatic,Poignant,Refined,Relaxed,Sentimental,Smooth,Soft/Quiet,Soothing,Wistful,Yearning","9,9,9,9,9,9,9,9,9,9,9",R&B,9,"Feeling Blue,Romantic Evening,Slow Dance","9,9,9",Early R&B,9,0.11875,0.75625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0000631491.mp3
MT0000636335,Q4,Olu Dara,Mami Wata,206.0,"Atmospheric,Ethereal,Organic,Reverent","Atmospheric,Earnest,Earthy,Ethereal,Intimate,Organic,Reverent,Warm","5,5,5,5,7,7,7,8","Blues,International","3,9","Affirmation,Empowering,Feeling Blue,Freedom,Rainy Day,Solitude,The Creative Side","5,5,5,7,7,7,8","Acoustic Blues,African Folk,African Traditions,Folk-Blues,Modern Acoustic Blues","3,3,5,7,9",0.38625,0.56875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0000636335.mp3
MT0000638634,Q4,Lenny Kravitz,Heaven Help,190.0,"Confident,Dreamy,Intimate,Laid-Back/Mellow,Passionate,Relaxed,Restrained,Sensual,Soft/Quiet,Yearning","Confident,Dreamy,Intimate,Laid-Back/Mellow,Passionate,Relaxed,Restrained,Sensual,Soft/Quiet,Yearning","3,6,6,6,7,7,7,8,8,8",Pop/Rock,9,"New Love,Romantic Evening,Seduction","6,7,7","Album Rock,American Trad Rock,Contemporary Pop/Rock,Rock & Roll","5,6,8,9",0.4525,0.7775,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0000638634.mp3
MT0000642549,Q2,Youth Brigade,Treachery,120.0,"Angry,Anguished/Distraught","Aggressive,Angry,Anguished/Distraught,Brash,Bravado,Cathartic,Confident,Confrontational,Dramatic,Earnest,Energetic,Fiery,Gutsy,Knotty,Passionate,Rebellious,Rowdy,Self-Conscious,Street-Smart,Summery,Swaggering,Urgent,Volatile","5,5,5,5,5,5,6,6,6,6,7,7,7,7,7,8,8,8,8,9,9,9,9",Pop/Rock,9,"Cool & Cocky,Freedom,Guys Night Out,Hanging Out,Summer","9,9,9,9,9","Hardcore Punk,Punk/New Wave,Straight-Edge","5,9,9",0.58,0.2224999999999999,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0000642549.mp3
MT0000643201,Q3,The Cure,More Than This,310.0,"Autumnal,Bittersweet,Brooding,Gloomy,Literate,Melancholy,Nocturnal,Poignant,Restrained,Somber","Autumnal,Bittersweet,Brooding,Gloomy,Intimate,Literate,Melancholy,Nocturnal,Poignant,Reflective,Restrained,Rousing,Somber,Stylish","3,3,5,5,5,5,5,6,6,7,7,7,8,8",Pop/Rock,7,"Feeling Blue,Introspection,Late Night,Reflection","5,5,5,7","Alternative Pop/Rock,Alternative/Indie Rock,College Rock,Goth Rock,Post-Punk","3,3,6,7,7",0.380625,0.426875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0000643201.mp3
MT0000647818,Q4,Kenny Chesney,Pretty Paper,,"Bittersweet,Delicate,Dramatic,Earnest,Ethereal,Gentle,Intimate,Laid-Back/Mellow,Plaintive,Poignant,Reflective,Reverent,Sentimental,Smooth,Soothing,Sweet,Warm,Wistful","Bittersweet,Delicate,Dramatic,Earnest,Ethereal,Gentle,Intimate,Laid-Back/Mellow,Plaintive,Poignant,Reflective,Reverent,Sentimental,Smooth,Soothing,Sweet,Warm,Wistful","6,6,6,6,7,7,7,7,7,7,7,8,8,8,9,9,9,9","Country,Holiday","9,9","Christmas Party,Holidays,Introspection,Winter","8,9,9,9","Christmas,Contemporary Country,Country-Pop,Holidays,Neo-Traditionalist Country,New Traditionalist","6,7,8,9,9,9",0.2975,0.6725,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0000647818.mp3
MT0000661847,Q4,Vince Gill,Let There Be Peace on Earth,273.0,"Precious,Reserved,Reverent,Soft/Quiet,Somber,Soothing,Spiritual","Elegant,Gentle,Intimate,Precious,Refined,Reflective,Relaxed,Reserved,Reverent,Sentimental,Smooth,Soft/Quiet,Somber,Soothing,Spiritual,Warm","5,5,5,6,7,7,7,7,8,8,8,8,8,9,9,9","Country,Holiday","5,9","Christmas Party,Family Gatherings,Holidays","9,9,9","Christmas,Contemporary Country,Holidays,New Traditionalist","5,5,9,9",0.255,0.68375,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0000661847.mp3
MT0000664362,Q1,"Harry Connick, Jr.",Hello Dolly,266.0,"Bravado,Celebratory,Earthy,Energetic,Exuberant,Freewheeling,Fun,Happy,Joyous,Lively,Passionate,Playful,Rollicking,Romantic,Sensual","Amiable/Good-Natured,Bravado,Celebratory,Earthy,Energetic,Exuberant,Freewheeling,Fun,Happy,Joyous,Lively,Passionate,Playful,Rollicking,Romantic,Sensual,Warm","7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8","Jazz,Vocal","9,9","Hanging Out,Late Night,Partying,Playful,Summer","7,7,7,8,8","Standards,Vocal Jazz","9,9",0.6375,0.80625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0000664362.mp3
MT0000670865,Q4,Page France,So Sweetly Around Me,302.0,"Eccentric,Tender,Thoughtful","Bittersweet,Earnest,Eccentric,Gentle,Gritty,Intimate,Melancholy,Nostalgic,Organic,Poignant,Quirky,Reflective,Sweet,Tender,Thoughtful,Whimsical,Wistful,Yearning","4,5,5,7,7,7,7,8,8,9,9,9,9,9,9,9,9,9",Pop/Rock,7,"Heartache,In Love,Rainy Day,Sunday Afternoon","7,9,9,9","Alternative/Indie Rock,Indie Pop","7,7",0.2775,0.68375,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0000670865.mp3
MT0000685324,Q3,k.d. lang,Love Is Like a Cigarette,285.0,"Calm/Peaceful,Lonely,Nostalgic,Pulsing","Calm/Peaceful,Dreamy,Intimate,Lonely,Nostalgic,Pulsing,Sentimental,Yearning","5,5,5,5,5,5,5,5","Jazz,Pop/Rock","5,5","Feeling Blue,Loss/Grief","7,7","Alternative/Indie Rock,Indie Pop,Singer/Songwriter","5,5,5",0.42125,0.20875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0000685324.mp3
MT0000685538,Q3,Carl Perkins,Let the Jukebox Keep on Playing,171.0,"Bittersweet,Melancholy,Nocturnal,Organic,Plaintive,Sad,Wistful","Bittersweet,Melancholy,Nocturnal,Organic,Plaintive,Sad,Wistful","9,9,9,9,9,9,9",Country,9,"Drinking,Feeling Blue,Heartache,Late Night","9,9,9,9","Honky Tonk,Traditional Country","9,9",0.35125,0.24,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0000685538.mp3
MT0000685552,Q3,The Starfires,I Never Loved Her,164.0,"Bitter,Cynical/Sarcastic,Greasy,Trashy","Aggressive,Bitter,Cynical/Sarcastic,Energetic,Fiery,Greasy,Gritty,Plaintive,Rebellious,Rousing,Trashy,Visceral","6,6,6,7,7,7,7,8,8,9,9,9",Pop/Rock,9,"Breakup,Day Driving,Feeling Blue,Guys Night Out,Heartache,Road Trip","7,8,8,9,9,9","Garage Rock,Psychedelic/Garage","9,9",0.4725,0.2875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0000685552.mp3
MT0000688115,Q3,Barbra Streisand,I Never Meant to Hurt You,229.0,"Agreeable,Calm/Peaceful,Dreamy,Lonely,Nostalgic,Relaxed,Restrained,Romantic,Sad,Sensual,Sweet","Agreeable,Calm/Peaceful,Dreamy,Intimate,Lonely,Nostalgic,Relaxed,Restrained,Romantic,Sad,Sensual,Sentimental,Sweet,Yearning","5,5,5,5,5,5,5,5,5,5,5,5,5,5","Pop/Rock,Vocal","10,9","Biographical,Forgiveness,In Love,Pain,Promises,Relationships,Reminiscing,Romance","5,5,5,5,5,5,5,5","AM Pop,Soft Rock,Vocal Pop","5,7,9",0.36625,0.1731249999999999,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0000688115.mp3
MT0000704913,Q1,The Beatles,Im Happy Just to Dance With You,,"Carefree,Cheerful,Lively,Optimistic,Positive","Carefree,Cheerful,Lively,Optimistic,Positive","5,5,5,5,5",Pop/Rock,5,"Awareness,Dance Party,In Love","5,5,5","Adult Contemporary,Alternative/Indie Rock,Britpop","5,5,5",0.5625,0.80625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0000704913.mp3
MT0000707663,Q4,Stan Getz,Girl From Ipanema,0.0,"Calm/Peaceful,Carefree,Cheerful,Delicate,Dreamy,Elegant,Ethereal,Gentle,Intimate,Laid-Back/Mellow,Light,Organic,Playful,Relaxed,Romantic,Smooth,Soft/Quiet,Soothing,Sophisticated,Springlike,Summery,Sweet,Warm,Wistful","Calm/Peaceful,Carefree,Cheerful,Delicate,Dreamy,Elegant,Ethereal,Gentle,Intimate,Laid-Back/Mellow,Light,Organic,Playful,Relaxed,Romantic,Smooth,Soft/Quiet,Soothing,Sophisticated,Springlike,Summery,Sweet,Warm,Wistful","5,6,6,6,6,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,9,9,9,9","International,Jazz,Pop/Rock","5,7,8","At the Beach,Background Music,Comfort,Dinner Ambiance,In Love,Picnic,Relaxation,Spring,Summer,Sweet Dreams","7,7,7,8,8,8,9,9,9,9","Bossa Nova,Brazilian Jazz,Brazilian Traditions,Early Pop/Rock,World Fusion","5,5,7,8,8",0.35375,0.771875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0000707663.mp3
MT0000716124,Q1,MxPx,Responsibility,160.0,"Aggressive,Exciting,Happy","Aggressive,Energetic,Exciting,Happy,Rousing","7,7,7,7,7",Pop/Rock,7,"Lying,Relationships,Starting Out,Teenagers,World View","5,5,5,5,5","Alternative/Indie Rock,Punk Revival","7,7",0.63125,0.86875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0000716124.mp3
MT0000720686,Q3,Kiss,A World Without Heroes,177.0,Sad,"Sad,Yearning","7,7",Pop/Rock,7,"Awareness,Feeling Blue,Loss/Grief,Relationships,World View","5,5,5,7,7","Heavy Metal,Pop-Metal","7,7",0.31125,0.1375,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0000720686.mp3
MT0000721873,Q1,Mariah Carey,Emotions,249.0,"Bright,Carefree,Cheerful,Joyous,Light,Lively,Playful,Sparkling,Summery,Sweet","Bright,Carefree,Cheerful,Joyous,Light,Lively,Playful,Sparkling,Summery,Sweet","4,6,7,7,9,9,9,9,9,9","Electronic,Pop/Rock,R&B","9,9,9","At the Office,Day Driving,In Love,Passion,Playful,Relaxation,Summer","5,6,9,9,9,9,9","Adult Contemporary,Club/Dance,Dance-Pop,Urban","6,9,9,9",0.6243749999999999,0.8175,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0000721873.mp3
MT0000723464,Q4,Burning Spear,The Invasion,199.0,"Atmospheric,Bittersweet,Earnest,Earthy,Hypnotic,Intimate,Organic,Passionate,Plaintive,Poignant,Reflective,Restrained,Reverent,Spiritual,Stately,Summery,Warm,Weary,Yearning","Atmospheric,Bittersweet,Earnest,Earthy,Hypnotic,Intimate,Organic,Passionate,Plaintive,Poignant,Reflective,Restrained,Reverent,Spiritual,Stately,Summery,Warm,Weary,Yearning","5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,7,8,8,8",Reggae,8,"Affirmation,Empowering,Freedom,Introspection,Late Night,Politics/Society,Road Trip,Summer","5,5,5,5,5,5,7,8","Dub,Political Reggae,Roots Reggae","8,8,9",0.36,0.57125,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0000723464.mp3
MT0000724357,Q2,Black Child,Worldwide Gangsta,200.0,"Harsh,Rebellious,Rowdy,Tense/Anxious,Thuggish,Uncompromising","Brash,Confident,Dramatic,Harsh,Intense,Passionate,Rebellious,Rollicking,Rowdy,Tense/Anxious,Thuggish,Uncompromising,Urgent","7,7,8,8,9,9,9,9,9,9,9,9,9",Rap,9,"Cool & Cocky,Freedom,Motivation","9,9,9","East Coast Rap,Gangsta Rap,Hardcore Rap,Pop-Rap","6,9,9,9",0.559375,0.3556249999999999,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0000724357.mp3
MT0000727738,Q3,Tori Amos,Little Amsterdam,269.0,"Bleak,Brooding,Gloomy,Intimate,Melancholy,Ominous,Spooky","Bleak,Brooding,Gloomy,Intimate,Melancholy,Ominous,Spooky","3,4,4,7,7,7,7",Pop/Rock,9,Late Night,8,"Adult Alternative Pop/Rock,Alternative Pop/Rock,Alternative/Indie Rock","5,9,9",0.39125,0.36875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0000727738.mp3
MT0000732821,Q2,Lutan Fyah,No Draw No Blood,208.0,"Angry,Bitter,Hostile","Aggressive,Angry,Bitter,Brash,Confident,Energetic,Hostile,Lively,Rebellious,Rousing,Slick,Spiritual,Tense/Anxious,Uncompromising,Urgent,Volatile","7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8",Reggae,9,"Empowering,Revolutionary","7,8",Contemporary Reggae,9,0.54875,0.1912499999999999,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0000732821.mp3
MT0000741489,Q2,Dimmu Borgir,Nocturnal Fear,200.0,"Bleak,Fierce,Hostile,Malevolent,Ominous,Outraged","Aggressive,Bleak,Brooding,Dramatic,Dreamy,Fierce,Hostile,Malevolent,Menacing,Ominous,Outraged,Theatrical","7,7,7,7,7,7,7,8,8,8,8,8",Pop/Rock,7,"Late Night,Scary Music","7,7","Black Metal,Heavy Metal,Scandinavian Metal","7,7,7",0.57125,0.36875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0000741489.mp3
MT0000744293,Q2,The Cure,Out of Mind,233.0,"Cerebral,Clinical,Detached,Druggy,Eerie,Hypnotic,Nocturnal,Ominous,Spooky,Theatrical,Trippy","Brash,Cerebral,Clinical,Detached,Dramatic,Druggy,Eerie,Hypnotic,Nocturnal,Ominous,Spooky,Theatrical,Trippy","3,4,4,4,5,5,6,7,7,7,7,8,9",Pop/Rock,7,"Late Night,Scary Music,The Creative Side","6,7,9","Alternative Pop/Rock,Alternative/Indie Rock,College Rock,Contemporary Pop/Rock,New Wave,Post-Punk,Punk/New Wave","1,1,3,5,7,7,7",0.57125,0.36875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0000744293.mp3
MT0000746822,Q4,Cluster,Es War Einmal,325.0,"Calm/Peaceful,Delicate,Ethereal,Reserved,Restrained,Soft/Quiet,Spacey,Sparkling","Bright,Calm/Peaceful,Delicate,Ethereal,Gentle,Intimate,Light,Relaxed,Reserved,Restrained,Soft/Quiet,Soothing,Spacey,Sparkling","6,7,7,7,7,7,7,7,7,8,8,8,8,8","Avant-Garde,Electronic,Pop/Rock","7,8,9","Background Music,Dinner Ambiance,Relaxation,Stay in Bed","7,7,7,8","Ambient,Experimental Electronic,Kraut Rock","7,8,9",0.255,0.68375,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0000746822.mp3
MT0000747666,Q3,Diana Ross,One More Chance,264.0,"Agreeable,Lonely","Agreeable,Lonely,Romantic,Yearning","5,5,5,5","Pop/Rock,R&B","5,5","Goodbyes,In Love,Starting Out","5,5,5","Adult Contemporary,Disco","5,5",0.37,0.473125,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0000747666.mp3
MT0000754511,Q4,Moby,I'm Not Worried at All,251.0,"Calm/Peaceful,Delicate","Bright,Calm/Peaceful,Celebratory,Delicate,Energetic,Gentle,Light,Lively,Refined,Rousing,Soothing,Sophisticated,Swaggering,Warm","6,6,7,7,7,7,7,7,7,7,7,7,8,9",Electronic,4,"Club,Hanging Out,Partying","3,3,3",Electronica,4,0.26125,0.73625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0000754511.mp3
MT0000763275,Q3,Black Box Recorder,Ideal Home,159.0,"Bleak,Brittle,Clinical,Cold,Sparse","Bleak,Brittle,Cerebral,Clinical,Cold,Detached,Gentle,Hypnotic,Irreverent,Literate,Refined,Restrained,Sophisticated,Sparse,Stylish,Wry","7,7,7,8,8,8,8,9,9,9,9,9,9,9,9,9",Pop/Rock,9,"Late Night,Mischievous,Relaxation","9,9,9","Alternative/Indie Rock,Indie Pop","9,9",0.3531249999999999,0.3925,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0000763275.mp3
MT0000764951,Q3,Billie Holiday,Where Is the Sun?,167.0,"Autumnal,Bittersweet,Bleak,Delicate,Gloomy,Melancholy,Sad","Autumnal,Bittersweet,Bleak,Delicate,Elegant,Gentle,Gloomy,Laid-Back/Mellow,Melancholy,Plaintive,Poignant,Reflective,Sad,Wistful,Yearning","6,6,6,6,7,7,7,7,7,8,8,8,8,9,9","Blues,Jazz,Vocal","7,9,9","Feeling Blue,Heartache,Late Night","8,9,9","Classic Female Blues,Swing,Torch Songs,Traditional Pop,Vocal Jazz","6,7,7,9,9",0.300625,0.35625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0000764951.mp3
MT0000766316,Q1,Gene Vincent,Woman Love,153.0,"Bravado,Bright,Celebratory,Confident,Energetic,Exciting,Fun,Joyous,Lively,Playful,Raucous,Rousing,Sexy,Swaggering","Bravado,Bright,Celebratory,Confident,Energetic,Exciting,Fun,Joyous,Lively,Playful,Raucous,Rousing,Sexy,Swaggering","5,5,5,7,7,7,7,7,8,8,8,9,9,9",Pop/Rock,9,"Cool & Cocky,Drinking,Guys Night Out,Hanging Out,Partying,Summer,TGIF","8,8,9,9,9,9,9","Rock & Roll,Rockabilly","9,9",0.6375,0.80625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0000766316.mp3
MT0000772749,Q1,Stï¿½phane Grappelli,Miss Annabelle Lee,170.0,"Exciting,Intense,Joyous","Ambitious,Amiable/Good-Natured,Boisterous,Bright,Carefree,Cheerful,Energetic,Exciting,Exuberant,Fun,Intense,Joyous,Lively,Playful,Rollicking,Rousing,Warm","7,7,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9",Jazz,9,"Day Driving,Housework,Motivation,Road Trip","8,8,8,8","Continental Jazz,Early Jazz,Swing","7,9,9",0.7025,0.80625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0000772749.mp3
MT0000773391,Q1,Joe Cocker,The Last One to Know,210.0,"Belligerent,Euphoric,Thrilling","Belligerent,Boisterous,Euphoric,Lively,Thrilling","5,5,5,5,5","Blues,Electronic","5,5","Despair,Destiny,In Love,Lifecycle,Relationships,Wisdom,World View","5,5,5,5,5,5,5","Club/Dance,Modern Blues","5,5",0.53125,0.77375,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0000773391.mp3
MT0000775053,Q4,Marianne Faithfull,Chords of Fame,,"Calm/Peaceful,Dreamy,Serious,Yearning","Calm/Peaceful,Dreamy,Serious,Yearning","5,5,5,5",Pop/Rock,5,"Awareness,Death,Destiny,Everyday Life,Lifecycle,Music,Politics/Society,Wisdom,World View","5,5,5,5,5,5,5,5,5",Singer/Songwriter,5,0.401875,0.775625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0000775053.mp3
MT0000776108,Q3,Cat Stevens,How Many Times,269.0,"Dreamy,Lonely","Dreamy,Intimate,Lonely,Sentimental,Yearning","5,5,5,5,5",Pop/Rock,5,"Awareness,Biographical,In Love,Pain,Passion,Wisdom,World View","5,5,5,5,5,5,5","Adult Contemporary,Singer/Songwriter","5,5",0.42125,0.20875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0000776108.mp3
MT0000778102,Q2,Trick Daddy,For the Thugs,0.0,"Hungry,Rebellious,Reckless,Rowdy,Thuggish","Aggressive,Ambitious,Brash,Hungry,Rebellious,Reckless,Rousing,Rowdy,Street-Smart,Thuggish","6,6,6,6,7,7,7,7,7,8",Rap,9,Guys Night Out,7,"Dirty Rap,Dirty South,Gangsta Rap,Hardcore Rap","6,7,9,9",0.54875,0.339375,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0000778102.mp3
MT0000780401,Q3,Dwight Yoakam,Does It Show,228.0,"Gritty,Organic,Weary","Bittersweet,Earnest,Earthy,Gritty,Laid-Back/Mellow,Melancholy,Organic,Plaintive,Reflective,Relaxed,Sentimental,Smooth,Sophisticated,Street-Smart,Warm,Weary,Wistful","7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7","Country,Pop/Rock","5,9","Drinking,Feeling Blue,Heartache,Introspection,Reflection","7,7,7,7,7","Alt-Country,Alternative/Indie Rock,Bakersfield Sound,Contemporary Country,Honky Tonk,Neo-Traditionalist Country,New Traditionalist","5,5,7,8,8,9,9",0.41125,0.3675,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0000780401.mp3
MT0000783307,Q2,Tool,<c6>nema,,"Aggressive,Angry,Angst-Ridden,Bitter,Bleak,Brooding,Confrontational,Eerie,Fierce,Gloomy,Harsh,Hostile,Intense,Malevolent,Menacing,Nihilistic,Ominous,Paranoid,Suffocating,Tense/Anxious,Uncompromising,Volatile","Aggressive,Angry,Angst-Ridden,Bitter,Bleak,Brooding,Confrontational,Eerie,Fierce,Gloomy,Harsh,Hostile,Intense,Malevolent,Menacing,Nihilistic,Ominous,Paranoid,Suffocating,Tense/Anxious,Uncompromising,Volatile","5,5,5,6,6,6,6,6,6,6,6,7,8,8,8,8,8,9,9,9,9,9",Pop/Rock,9,Reflection,5,"Alternative Metal,Heavy Metal,Progressive Metal","6,8,9",0.54875,0.305,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0000783307.mp3
MT0000789330,Q2,Mastodon,Megalodon,,"Aggressive,Confident,Crunchy,Dramatic,Fierce,Fiery,Gritty,Gutsy,Harsh,Hostile,Intense,Malevolent,Menacing,Provocative,Raucous,Rousing,Street-Smart,Tense/Anxious,Urgent,Visceral,Volatile","Aggressive,Confident,Crunchy,Dramatic,Fierce,Fiery,Gritty,Gutsy,Harsh,Hostile,Intense,Malevolent,Menacing,Provocative,Raucous,Rousing,Street-Smart,Tense/Anxious,Urgent,Visceral,Volatile","7,7,7,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9",Pop/Rock,9,"Cool & Cocky,Empowering,Freedom,Guys Night Out","8,8,8,8","Alternative Metal,Alternative/Indie Rock,Heavy Metal,Post-Hardcore,Power Metal,Progressive Metal","5,5,7,7,9,9",0.575,0.455,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0000789330.mp3
MT0000793161,Q4,Astrud Gilberto,A Felicidade,166.0,"Effervescent,Elegant,Innocent,Light,Sensual,Slick,Sparkling,Summery,Sweet","Amiable/Good-Natured,Effervescent,Elegant,Innocent,Light,Lively,Sensual,Slick,Smooth,Sophisticated,Sparkling,Stylish,Summery,Sweet,Warm,Wistful","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5","Easy Listening,International,Jazz,Vocal","5,6,9,9","Background Music,Dinner Ambiance,Relaxation,Romantic Evening,Summer","5,5,5,5,5","Bossa Nova,Brazilian Jazz,Brazilian Pop,Brazilian Traditions,Mood Music,Vocal Pop,World Fusion","4,5,5,6,9,9,9",0.425,0.69375,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0000793161.mp3
MT0000796526,Q3,Los Dandy's,Yerba Mala,154.0,"Anguished/Distraught,Sad","Anguished/Distraught,Autumnal,Bittersweet,Brooding,Dramatic,Gentle,Intimate,Melancholy,Nocturnal,Passionate,Plaintive,Poignant,Reflective,Sad,Sentimental,Soft/Quiet,Soothing,Theatrical,Wistful,Yearning","6,6,6,7,7,7,7,7,7,7,8,8,8,8,9,9,9,9,9,9","International,Latin","7,8","Feeling Blue,Heartache,Introspection,Reminiscing","9,9,9,9","Bolero,Latin Pop,Western European Traditions","7,8,8",0.47375,0.2224999999999999,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0000796526.mp3
MT0000805883,Q4,Bob Marley & the Wailers,Duppy Conqueror,182.0,"Dreamy,Earnest,Gentle,Organic,Passionate,Relaxed,Reserved,Warm","Dreamy,Earnest,Gentle,Organic,Passionate,Relaxed,Reserved,Warm","6,6,6,7,7,7,7,7",Reggae,9,"Summer,Sunday Afternoon","8,8",Roots Reggae,9,0.3225,0.77625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0000805883.mp3
MT0000807741,Q1,Louis Armstrong,Swing That Music,174.0,"Boisterous,Carefree,Cheerful,Earthy,Energetic,Exciting,Exuberant,Freewheeling,Fun,Gleeful,Happy,Joyous,Lively,Playful,Rollicking,Rousing","Boisterous,Carefree,Cheerful,Earthy,Energetic,Exciting,Exuberant,Freewheeling,Fun,Gleeful,Happy,Joyous,Lively,Playful,Rollicking,Rousing","6,7,7,7,7,7,7,7,8,8,8,8,9,9,9,9","Jazz,Vocal","6,9",Motivation,9,"Big Band,Early Jazz,New Orleans Jazz,Swing,Traditional Pop,Vocal Jazz","5,6,7,8,9,9",0.63125,0.82125,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0000807741.mp3
MT0000811092,Q4,George Treadwell & His All-Stars,East of the Sun (And West of the Moon),186.0,"Pastoral,Reserved,Soft/Quiet","Calm/Peaceful,Delicate,Dreamy,Earnest,Elegant,Intimate,Nocturnal,Pastoral,Poignant,Refined,Relaxed,Reserved,Romantic,Sentimental,Soft/Quiet,Soothing,Sweet,Warm,Wistful","6,6,6,6,7,7,7,7,7,7,7,8,8,8,8,8,9,9,9","Jazz,Vocal","9,9","Dinner Ambiance,In Love,Late Night,Picnic,Relaxation,Romantic Evening,Slow Dance,Sweet Dreams","7,7,8,8,8,8,9,9","Standards,Traditional Pop,Vocal Jazz","9,9,9",0.22375,0.68375,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0000811092.mp3
MT0000811743,Q3,Buck Owens,My Last Chance With You,146.0,"Anguished/Distraught,Naive","Anguished/Distraught,Bittersweet,Delicate,Earnest,Gentle,Innocent,Intimate,Melancholy,Naive,Plaintive,Refined,Reflective,Sentimental,Smooth,Soft/Quiet,Warm","5,5,5,5,5,5,5,6,6,7,7,7,8,8,9,9",Country,9,"Breakup,Feeling Blue,Heartache,Jealousy","9,9,9,9","Bakersfield Sound,Country-Pop,Honky Tonk,Traditional Country","4,5,6,9",0.47375,0.22625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0000811743.mp3
MT0000825920,Q4,Doris Day,Christmas Song (Chestnuts Roasting on an Open Fire),0.0,"Calm/Peaceful,Delicate,Happy,Precious","Amiable/Good-Natured,Calm/Peaceful,Cheerful,Delicate,Earnest,Elegant,Gentle,Happy,Innocent,Poignant,Precious,Refined,Sentimental,Smooth,Soothing,Sweet,Warm","7,7,7,7,7,7,7,7,8,8,8,8,9,9,9,9,9","Holiday,Jazz,Vocal","9,9,9","Christmas Party,Comfort,Holidays","8,9,9","Big Band,Christmas,Holidays,Swing,Traditional Pop,Vocal Pop","6,8,9,9,9,9",0.33,0.73625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0000825920.mp3
